"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","87.26","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aaxj",
"EWZS","iShares MSCI Brazil Small-Cap ETF","16.4","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ewzs",
"MCHI","iShares MSCI China ETF","79.24","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mchi",
"SCZ","iShares MSCI EAFE Small-Cap ETF","66.2","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/scz",
"EEMA","iShares MSCI Emerging Markets Asia ETF","85.36","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eema",
"EMXC","iShares MSCI Emerging Markets ex China ETF","55.48","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/emxc",
"EUFN","iShares MSCI Europe Financials Sector Index Fund","17.55","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eufn",
"IEUS","iShares MSCI Europe Small-Cap ETF","59.91","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ieus",
"RING","iShares MSCI Global Gold Miners ETF","29.39","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ring",
"SDG","iShares MSCI Global Impact ETF","89.37","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sdg",
"EWJE","iShares MSCI Japan Equal Weighted ETF","38.107","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ewje",
"EWJV","iShares MSCI Japan Value ETF","25.515","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ewjv",
"ENZL","iShares MSCI New Zealand ETF","66.49","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/enzl",
"QAT","iShares MSCI Qatar ETF","18.54","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qat",
"TUR","iShares MSCI Turkey ETF","23.5","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tur",
"UAE","iShares MSCI UAE ETF","12.04","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/uae",
"IBB","iShares Nasdaq Biotechnology Index Fund","147.6","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibb",
"SOXX","iShares PHLX SOX Semiconductor Sector Index Fund","371.78","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/soxx",
"PFF","iShares Preferred and Income Securities ETF","37.95","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pff",
"AMCA","iShares Russell 1000 Pure U.S. Revenue ETF","31.0441","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/amca",
"EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","23.9949","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/emif",
"ICLN","iShares S&P Global Clean Energy Index Fund","23.15","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/icln",
"WOOD","iShares S&P Global Timber & Forestry Index Fund","76.5767","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/wood",
"INDY","iShares S&P India Nifty 50 Index Fund","40.62","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/indy",
"IJT","iShares S&P Small-Cap 600 Growth ETF","109.84","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ijt",
"DVY","iShares Select Dividend ETF","97.3","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dvy",
"SHV","iShares Short Treasury Bond ETF","110.52","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/shv",
"ISR","IsoRay, Inc.","0.42","36634951.08","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/isr",
"ISDR","Issuer Direct Corporation","19.32","72290648.64","n/a","n/a","Miscellaneous","Publishing","https://old.nasdaq.com/symbol/isdr",
"STAR          ","iStar Inc.","14.88","1100776599.36","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/star",
"STAR^D","iStar Inc.","25.49","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/star^d",
"STAR^G","iStar Inc.","25.08","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/star^g",
"STAR^I","iStar Inc.","24.92","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/star^i",
"ITP","IT Tech Packaging, Inc.","0.6581","18765600.4096","n/a","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/itp",
"ITCB","Ita? CorpBanca","4.55","1554300502.3","n/a","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/itcb",
"ITMR","Itamar Medical Ltd.","19.12","83920911.28","4389169","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/itmr",
"ITUB","Itau Unibanco Banco Holding SA","5.97","58281867669.12","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/itub",
"ITOS","iTeos Therapeutics, Inc.","30.2","1058351691.6","n/a","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/itos",
"ITI","Iteris, Inc.","5.84","240458093.04","n/a","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/iti",
"ITRM","Iterum Therapeutics plc","0.8111","34905887.2195","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/itrm",
"ITRI","Itron, Inc.","84.69","3421214223.21","n/a","1993","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/itri",
"ITT","ITT Inc.","76.65","6622560000","n/a","2011","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/itt",
"ITRN","Ituran Location and Control Ltd.","17.9","420210214.9","n/a","2005","Technology","Electronic Components","https://old.nasdaq.com/symbol/itrn",
"ISEE","IVERIC bio, Inc.","6.94","621598755.36","n/a","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/isee",
"IVH","Ivy High Income Opportunities Fund","13.11","217232700","n/a","2013","n/a","n/a","https://old.nasdaq.com/symbol/ivh",
"IZEA","IZEA Worldwide, Inc.","0.8511","41243971.5177","n/a","n/a","Consumer Services","Advertising","https://old.nasdaq.com/symbol/izea",
"JJSF","J & J Snack Foods Corp.","151.67","2874704645.6","n/a","1986","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/jjsf",
"JPM","J P Morgan Chase & Co","121.05","368984980776.15","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/jpm",
"JPM^C","J P Morgan Chase & Co","28.25","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jpm^c",
"JPM^D","J P Morgan Chase & Co","27.94","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jpm^d",
"JPM^G","J P Morgan Chase & Co","25.68","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jpm^g",
"JPM^H","J P Morgan Chase & Co","25.88","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/jpm^h",
"JPM^J","J P Morgan Chase & Co","27.11","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/jpm^j",
"JAX","J. Alexander&#39;s Holdings, Inc.","7.5","113025577.5","n/a","2015","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/jax",
"JILL","J. Jill, Inc.","4.26","40983871.02","n/a","2017","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/jill",
"MAYS","J. W. Mays, Inc.","22.18","44710000.4","n/a","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/mays",
"JBHT","J.B. Hunt Transport Services, Inc.","139.51","14743271012.05","n/a","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/jbht",
"SJM","J.M. Smucker Company (The)","118.06","13469784634.24","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/sjm",
"JCOM","j2 Global, Inc.","96.65","4325917046.95","n/a","1999","Technology","Telecommunications Equipment","https://old.nasdaq.com/symbol/jcom",
"JBL","Jabil Inc.","39.56","5916212241.6","n/a","1993","Technology","Electrical Products","https://old.nasdaq.com/symbol/jbl",
"JCIC","Jack Creek Investment Corp.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jcic",
"JCICU","Jack Creek Investment Corp.","n/a","0","n/a","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/jcicu",
"JKHY","Jack Henry & Associates, Inc.","157","11981638690","n/a","1985","Technology","EDP Services","https://old.nasdaq.com/symbol/jkhy",
"JACK","Jack In The Box Inc.","90.27","2051199884.07","n/a","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/jack",
"J","Jacobs Engineering Group Inc.","109.7","14219690051.6","n/a","n/a","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/j",
"JAGX","Jaguar Health, Inc.","0.3534","28445167.0602","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/jagx",
"JAKK","JAKKS Pacific, Inc.","4.72","23354172.96","n/a","1996","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/jakk",
"JHX","James Hardie Industries plc.","27.34","12137235365.46","n/a","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/jhx",
"JRVR","James River Group Holdings, Ltd.","47.48","1453370064.44","n/a","2014","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/jrvr",
"JAMF","Jamf Holding Corp.","31.48","3670454199.8","n/a","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/jamf",
"JAN","JanOne Inc.","4.14","7576125.48","n/a","n/a","Consumer Services","Home Furnishings","https://old.nasdaq.com/symbol/jan",
"JHG","Janus Henderson Group plc","32.91","5970062673.03","n/a","2017","Finance","Investment Managers","https://old.nasdaq.com/symbol/jhg",
"JSML","Janus Henderson Small Cap Growth Alpha ETF","59.89","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jsml",
"JSMD","Janus Henderson Small/Mid Cap Growth Alpha ETF","59.4596","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jsmd",
"JOF","Japan Smaller Capitalization Fund Inc","9.79","277388812.47","n/a","1990","n/a","n/a","https://old.nasdaq.com/symbol/jof",
"JWS","Jaws Acquisition Corp.","12.9","1112625000","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/jws",
"JWS.U","Jaws Acquisition Corp.","n/a","0","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/jws.u",
"JWS.WS","Jaws Acquisition Corp.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jws.ws",
"SPFR.U","Jaws Spitfire Acquisition Corporation","n/a","0","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/spfr.u",
"JAZZ","Jazz Pharmaceuticals plc","146.05","8137030576.3","n/a","2007","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/jazz",
"JBGS","JBG SMITH Properties","31.77","4208403582.54","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/jbgs",
"JD","JD.com, Inc.","81.82","75099656944.18","917864299","2014","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/jd",
"JEF","Jefferies Financial Group Inc.","23.73","6030881851.05","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jef",
"JELD","JELD-WEN Holding, Inc.","24.16","2434161047.84","n/a","2017","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/jeld",
"JRSH","Jerash Holdings (US), Inc.","5.39","61041750","n/a","2018","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/jrsh",
"JBLU","JetBlue Airways Corporation","15.325","4819078795.925","n/a","2002","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/jblu",
"JCTCF","Jewett-Cameron Trading Company","9.05","31504516.1","n/a","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/jctcf",
"FROG","JFrog Ltd.","67.54","6159187377.2","n/a","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/frog",
"JT","Jianpu Technology Inc.","2.64","55794253.68","n/a","2017","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/jt",
"JFIN","Jiayin Group Inc.","3.91","19432477.13","4969943","2019","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/jfin",
"JKS","JinkoSolar Holding Company Limited","57.86","2618853476.14","n/a","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/jks",
"JYAC","Jiya Acquisition Corp.","10.09","134953750","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/jyac",
"JMP","JMP Group LLC","3.49","68634155.03","n/a","2007","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jmp",
"JMPNL","JMP Group LLC","24.735","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jmpnl",
"JMPNZ","JMP Group LLC","23.705","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jmpnz",
"JBSS","John B. Sanfilippo & Son, Inc.","76.83","877370710.71","n/a","1991","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/jbss",
"JBT","John Bean Technologies Corporation","127.01","4029925819.01","n/a","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/jbt",
"BTO","John Hancock Financial Opportunities Fund","30.17","564791149.3","n/a","1994","n/a","n/a","https://old.nasdaq.com/symbol/bto",
"HEQ","John Hancock Hedged Equity & Income Fund","11.73","143385326.49","n/a","2011","n/a","n/a","https://old.nasdaq.com/symbol/heq",
"JHS","John Hancock Income Securities Trust","15.98","186112428.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jhs",
"JHI","John Hancock Investors Trust","17.46","152024656.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jhi",
"HPF","John Hancock Pfd Income Fund II","18.76","400953127.68","n/a","2002","n/a","n/a","https://old.nasdaq.com/symbol/hpf",
"HPI","John Hancock Preferred Income Fund","19.76","517554512.8","n/a","2002","n/a","n/a","https://old.nasdaq.com/symbol/hpi",
"HPS","John Hancock Preferred Income Fund III","17.15","543609038","n/a","2003","n/a","n/a","https://old.nasdaq.com/symbol/hps",
"PDT","John Hancock Premium Dividend Fund","14.48","704368986.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pdt",
"HTD","John Hancock Tax Advantaged Dividend Income Fund","21.36","756161493.84","n/a","2004","n/a","n/a","https://old.nasdaq.com/symbol/htd",
"HTY","John Hancock Tax-Advantaged Global Shareholder Yield Fund","5.7","62206967.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hty",
"JW.A","John Wiley & Sons, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jw.a",
"JW.B","John Wiley & Sons, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jw.b",
"JNJ","Johnson & Johnson","153.1","403042283083.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/jnj",
"JCI","Johnson Controls International plc","45.79","33147738299.37","n/a","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/jci",
"JOUT","Johnson Outdoors Inc.","87.54","882823304.46","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/jout",
"JLL","Jones Lang LaSalle Incorporated","150.1","7700565139.9","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/jll",
"JNCE","Jounce Therapeutics, Inc.","6.75","268997456.25","n/a","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/jnce",
"YY","JOYY Inc.","85.22","4769134817.28","55962624","2012","Technology","EDP Services","https://old.nasdaq.com/symbol/yy",
"JMIA","Jumia Technologies AG","33.47","2985411507.33","n/a","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/jmia",
"JIH","Juniper Industrial Holdings, Inc.","10.5","452812500","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/jih",
"JIH.U","Juniper Industrial Holdings, Inc.","n/a","0","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/jih.u",
"JIH.WS","Juniper Industrial Holdings, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jih.ws",
"JNPR","Juniper Networks, Inc.","21.9","7221226590.6","n/a","1999","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/jnpr",
"JP","Jupai Holdings Limited","1.8939","63851544.9663","n/a","2015","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/jp",
"JAQC","Jupiter Acquisition Corporation","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jaqc",
"JAQCU","Jupiter Acquisition Corporation","n/a","0","n/a","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/jaqcu",
"JUPW","Jupiter Wellness, Inc.","4.04","37096625.32","n/a","2020","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/jupw",
"JUPWW","Jupiter Wellness, Inc.","0.4601","0","n/a","2020","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/jupww",
"JE","Just Energy Group, Inc.","5.03","241698184.87","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/je",
"LRN","K12 Inc","21.99","913379960.49","n/a","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/lrn",
"KAI","Kadant Inc","138.16","1590160809.6","n/a","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/kai",
"KDMN","Kadmon Holdings, Inc.","4.49","770093123.05","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kdmn",
"KALU","Kaiser Aluminum Corporation","94.4","1492668753.6","n/a","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/kalu",
"KXIN","Kaixin Auto Holdings","3.99","258065814.51","n/a","2017","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/kxin",
"KALA","Kala Pharmaceuticals, Inc.","7.51","421009586.15","n/a","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kala",
"KLDO","Kaleido Biosciences, Inc.","8.06","290015766.3","n/a","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/kldo",
"KLR","Kaleyra, Inc.","8.19","240176508.39","n/a","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/klr",
"KLR.WS","Kaleyra, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/klr.ws",
"KALV","KalVista Pharmaceuticals, Inc.","17.9","320545306.1","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kalv",
"KMDA","Kamada Ltd.","6.32","282698997.28","n/a","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kmda",
"KAMN","Kaman Corporation","57.2","1583146879.6","n/a","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/kamn",
"KNDI","Kandi Technologies Group, Inc.","8.65","626065850.75","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/kndi",
"KSU","Kansas City Southern","196.85","18425464920.65","n/a","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/ksu",
"KSU^","Kansas City Southern","31.2","0","n/a","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/ksu^",
"KAR","KAR Auction Services, Inc","19.62","2535915450.24","n/a","2009","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/kar",
"KRTX","Karuna Therapeutics, Inc.","96.7","2592194932.2","n/a","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/krtx",
"KPTI","Karyopharm Therapeutics Inc.","15.39","1132715958.03","n/a","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kpti",
"KSPN","Kaspien Holdings Inc.","12.6","22997494.8","n/a","n/a","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/kspn",
"KYN","Kayne Anderson Energy Infrastructure Fund, Inc.","6.33","800413016.82","n/a","2004","n/a","n/a","https://old.nasdaq.com/symbol/kyn",
"KMF","Kayne Anderson NextGen Energy & Infrastructure, In","5.66","267137634.92","n/a","2010","n/a","n/a","https://old.nasdaq.com/symbol/kmf",
"KZIA","Kazia Therapeutics Limited","9.93","31057068","3127600","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kzia",
"KB","KB Financial Group Inc","42.35","16712764087.25","n/a","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/kb",
"KBH","KB Home","34.14","3340408157.4","n/a","1986","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/kbh",
"KBR","KBR, Inc.","28.8","4104779126.4","n/a","2006","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/kbr",
"KBSF","KBS Fashion Group Limited","2.75","7126072.25","n/a","2013","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/kbsf",
"BEKE","KE Holdings Inc","67.2","76835094201.6","n/a","2020","Finance","Real Estate","https://old.nasdaq.com/symbol/beke",
"KRNY","Kearny Financial","10.64","952391198.64","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/krny",
"K","Kellogg Company","62","21310204512","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/k",
"KELYA","Kelly Services, Inc.","22.68","891250516.8","n/a","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/kelya",
"KELYB","Kelly Services, Inc.","22.385","879657972.6","n/a","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/kelyb",
"KIQ","Kelso Technologies Inc","0.515","24292594.29","n/a","n/a","Capital Goods","Railroads","https://old.nasdaq.com/symbol/kiq",
"KMPR","Kemper Corporation","78.8","5154183180.8","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/kmpr",
"KMT","Kennametal Inc.","38.21","3181977182.72","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/kmt",
"KW","Kennedy-Wilson Holdings Inc.","17.19","2436331789.62","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/kw",
"KEN","Kenon Holdings Ltd.","25.95","1397956576.05","n/a","2015","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ken",
"KFFB","Kentucky First Federal Bancorp","6.84","56390430.6","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/kffb",
"KROS","Keros Therapeutics, Inc.","75.23","1743707345.73","n/a","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kros",
"KDP","Keurig Dr Pepper Inc.","30.26","42583484676.44","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/kdp",
"KEQU","Kewaunee Scientific Corporation","9.37","25847238.7","n/a","n/a","Capital Goods","Medical Specialities","https://old.nasdaq.com/symbol/kequ",
"KTCC","Key Tronic Corporation","8.02","86292633.6","n/a","1983","Technology","Electrical Products","https://old.nasdaq.com/symbol/ktcc",
"KEY","KeyCorp","16.05","15672384523.8","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/key",
"KEY^I","KeyCorp","29.42","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/key^i",
"KEY^J","KeyCorp","27.57","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/key^j",
"KEY^K","KeyCorp","27.78","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/key^k",
"KEYS","Keysight Technologies Inc.","124.67","23101351000","n/a","2014","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/keys",
"KZR","Kezar Life Sciences, Inc.","5.56","257251609","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kzr",
"KFRC","Kforce, Inc.","43","944111354","n/a","1995","Technology","Professional Services","https://old.nasdaq.com/symbol/kfrc",
"KRC","Kilroy Realty Corporation","61.3","7064894636.8","n/a","1997","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/krc",
"KE","Kimball Electronics, Inc.","15.78","396761100.42","n/a","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/ke",
"KBAL","Kimball International, Inc.","12.25","452973774.75","n/a","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/kbal",
"KRP","Kimbell Royalty Partners","9.01","541340243.58","n/a","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/krp",
"KMB","Kimberly-Clark Corporation","135.76","46176960428.4","n/a","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/kmb",
"KIM","Kimco Realty Corporation","14.93","6457205023.66","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/kim",
"KIM^L","Kimco Realty Corporation","26.6","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kim^l",
"KIM^M","Kimco Realty Corporation","26.74","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kim^m",
"KMI","Kinder Morgan, Inc.","14.61","33070256357.85","n/a","2011","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/kmi",
"KIN","Kindred Biosciences, Inc.","3.71","146355096.23","n/a","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kin",
"KC","Kingsoft Cloud Holdings Limited","40.99","1409635237.65","34389735","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/kc",
"KINS","Kingstone Companies, Inc","5.98","63837684.04","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/kins",
"KFS","Kingsway Financial Services, Inc.","4.26","96749153.94","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/kfs",
"KWAC.U","Kingswood Acquisition Corp.","n/a","0","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/kwac.u",
"KNSA","Kiniksa Pharmaceuticals, Ltd.","17.14","1166806099.9","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/knsa",
"KNTE","Kinnate Biopharma Inc.","45.25","1879106659.75","n/a","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/knte",
"KGC","Kinross Gold Corporation","7.31","9198173000","n/a","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/kgc",
"KINZ","KINS Technology Group Inc.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kinz",
"KINZU","KINS Technology Group Inc.","n/a","0","n/a","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/kinzu",
"KNSL","Kinsale Capital Group, Inc.","233.76","5300994922.08","n/a","2016","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/knsl",
"KTRA","Kintara Therapeutics, Inc.","1.46","36006956.54","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ktra",
"KEX","Kirby Corporation","54.53","3273926670","n/a","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/kex",
"KL","Kirkland Lake Gold Ltd.","41.13","11227858489.98","n/a","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/kl",
